label,statement,len
true,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,90
false,Obama keeps talking about getting rid of all nuclear weapons. Hes already significantly reduced our capabilities there.,119
true,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.",111
false,The numbers of people that support Obamacare and like it have been steadily dropping.,85
true,"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",121
false,"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist.""",152
true,"Says in U.S. Congress, members dont even have to be on the floor for debates or votes.",86
false,"Says Gov. Rick Scott lost Florida 331,247 jobs.",47
false,Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it.,114
true,"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty.",88
false,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.",93
true,Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,109
false,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""",140
true,A strong majority of Americans support the Keystone XL pipeline.,64
false,A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.,114
true,The lack of an automatic braking system that could have prevented the Philadelphia Amtrak crash wasnt driven by a lack of funding. It just takes a while. They (Congress) just passed it in the recent past.,204
false,Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.,111
true,"Only 15 percent of drug users are African-American, yet 74 percent of all drug offenders sentenced to prison are black",118
false,"Gas prices have never been higher, and Exxon Mobil's profits have never been higher.",84
true,Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,77
false,"Says As Mayor of Wilsonville, I drove TriMet out of town and replaced their bloated transit system with our own local bus line that offers better service and has saved our businesses millions of dollars.",203
true,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",136
false,Did not vote for tax increases as a member of the West Miami City Commission.,77
false,Were going to be looking at $8 billion a day that were going to be pouring into foreign countries in order to import that make-up fuel that were going to need to take the place of what we could have gotten out of the gulf.,222
false,Birth control pioneer Margaret Sanger believed that people like me should be eliminated.,88
false,Says a trash mound on U.S. 290 is 800 feet tall.,48
true,"Under the current procedure, if someone on a terror watch list tries to buy a gun, authorities are notified.",108
false,"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",113
false,"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery.",111
true,States with the highest gun ownership rates also have the highest suicide rates.,80
true,I don't do earmarks. I've never done one. I'm not going to do one.,66
true,"Likens Obamas predicament to 1982, saying, when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.",220
false,"Says Tom Barrett voted to ban 15 different kinds of guns, even a lot of common deer rifles.",91
true,The governor having a meeting ... isnt covered by the open meetings act.,72
false,Says he won the popular vote if you deduct the millions of people who voted illegally.,86
true,Says his proposed education spending is the highest state funding level in Florida history.,91
false,"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",117
true,Says 94 percent of (Marco Rubios) constituents support a universal background check.,84
true,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.",100
false,"Says Connie Mack takes two homestead exemptions, directly contrary to Floridas Constitution.",92
true,Nobody has ever escaped from one of our federal 'supermax' prisons.,67
false,"Says 220,000New Yorkers would have immediately benefitted had President Obamas executive action been affirmed.So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.",258
false,"The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.",194
